book_title,book_brand,book_price
Siddhartha,NORILANA BOOKS,21.49
Siddhartha,Wilder Publications,21.79
Wives and Daughters,NORILANA BOOKS,68.79
Anna Karenina,NORILANA BOOKS,81.99
Siddhartha,NORILANA BOOKS,44.19
Anna Karenina,NORILANA BOOKS,50.59
North and South,NORILANA BOOKS,50.29
North and South,P.D. Workman,63.49
The Picture of Dorian Gray,P.D. Workman,20.29
A Little Princess,Quillpen Pty Ltd t/a Leaves of Gold Press,32.09
Freckles,Sarah Dalton,42.49
A Little Princess,Raven Street Publishing,54.29
The Picture of Dorian Gray,chiltern publishing,41.69
The Man Who Laughs,Dark Ink Publishing,51.19
A Christmas Carol,Dark Ink Publishing,20.19
A Christmas Carol,Dark Ink Publishing,29.49
Princess and the Goblin - A Book That Inspired Tolkien,Wyldblood Press,26.09
Silent Child,chiltern publishing,36.19
Deadly Secrets,Aziloth Books,39.19
The Mysterious Affair at Styles,Solis Press,32.39
Zodiac Academy 4,Crescent Moon Publishing,45.29
Zodiac Academy 5,Alma Books,50.49
Zodiac Academy 6,Wordsworth Editions,41.39
Classic Wells,Red House Press,16.79
A Christmas Carol,BOLDWOOD BOOKS LTD,32.39
Captain Blood,BOLDWOOD BOOKS LTD,20.49
The Adventures of Sherlock Holmes,Intell World Publishers,38.29
Perrault's Fairy Tales,BOLDWOOD BOOKS LTD,31.39
The Last Day of a Condemned Man,BOLDWOOD BOOKS LTD,10.19
Alice's Adventures in Wonderland,Hamilton Press Limited,12.89
Ryan Redemption,Hamilton Press Limited,20.99
One Day With You,Barclays Public Books,24.49
The Memory Keeper of Kyiv,Texas Public Domain,53.39
Notes from the Underground,Texas Public Domain,16.79
Let It Snow,Toronto Public Domain Publishing,41.09
Just The Way You Are,Toronto Public Domain Publishing,29.19
One Lost Soul (Large Print),Susan Publishing Ltd,34.69
One Lost Soul,Texas Public Domain,50.99
Persuasion,Susan Publishing Ltd,32.99
Beyond Good and Evil,Texas Public Domain,23.59
Sense and Sensibility,Public Publishing,26.89
Beyond Good and Evil,Susan Publishing Ltd,23.59
Sense and Sensibility,Yorkshire Public Books,25.59
A Study in Scarlet,Yorkshire Public Books,19.69
A Study in Scarlet,Public Publishing,19.69
The Hound of the Baskervilles,Susan Publishing Ltd,23.59
The Hound of the Baskervilles,USA Public Domain Books,23.59
A Christmas Carol,Barclays Public Books,20.49
A Christmas Carol,Toronto Public Domain Publishing,20.49
The Gift of the Magi,Yorkshire Public Books,20.49
The Picture of Dorian Gray,USA Public Domain Books,25.59
Peter Pan,Barclays Public Books,23.89
Peter Pan,Texas Public Domain,23.89
Little Women,Public Publishing,29.99
The Picture of Dorian Gray,Camel Publishing House,25.59
The Importance of Being Earnest,Mary Publishing Company,23.99
Little Women,Barclays Public Books,29.39
The Importance of Being Earnest,BOLDWOOD BOOKS LTD,23.99
The Picture of Dorian Gray,INDEPENDENTLY PUBLISHED,25.59
Anna Karenina,INDEPENDENTLY PUBLISHED,38.99
Anna Karenina,Lulu.com,47.89
The Adventures of Sherlock Holmes,INDEPENDENTLY PUBLISHED,25.99
The Adventures of Sherlock Holmes,BENEDICTION CLASSICS,25.99
Pride and Prejudice,Arcturus Editions,32.79
The Scarlet Dress,Horse's Mouth,35.39
Make Me Bad,Adelphi Press,22.19
Awakened and Betrayed,Sovereign,26.99
Persuasion (Deseret Alphabet Edition),Sovereign,26.79
The Lost and the Chosen,Adelphi Press,26.99
Jane Austen,Adelphi Press,84.29
Siddhartha,Adelphi Press,16.79
Fyodor Dostoevsky - The Brothers Karamazov,Adelphi Press,48.09
Bleak House,Bookouture,60.19
Barchester Towers,WORD TO THE WISE,40.99
The Tenant of Wildfell Hall,Arcturus Editions,40.99
The Picture of Dorian Gray,MINIATURE MASTERPIECES,31.99
The Hound of the Baskervilles,Zed Books,31.99
The Return of Sherlock Holmes,AUK Academic,35.79
An Ideal Husband,BENEDICTION CLASSICS,31.99
Dead Souls,BENEDICTION CLASSICS,20.69
Jules Verne - In Search of the Castaways,BENEDICTION CLASSICS,32.89
A Christmas Carol,BENEDICTION CLASSICS,25.79
Oscar Wilde - The Happy Prince & Other Tales,WORD TO THE WISE,20.19
Woman at Point Zero,WORD TO THE WISE,19.29
Pride and Prejudice,WORD TO THE WISE,25.89
Pride and Prejudice,Paper and Pen,36.79
Siddhartha,Paper and Pen,29.09
Siddhartha,Paper and Pen,12.79
The War with the Newts,ROYAL CLASSICS,42.29
Fyodor Dostoyevsky's Notes from the Underground,ROYAL CLASSICS,12.79
Jane Austen's Persuasion,ROYAL CLASSICS,16.09
Jane Austen's Pride and Prejudice,ROYAL CLASSICS,20.89
The Hound of the Baskervilles,ROYAL CLASSICS,24.19
The Importance of Being Earnest,ROYAL CLASSICS,24.59
The Memoirs of Sherlock Holmes,Engage Classics,26.39
A Hero of Our Time (Royal Collector's Edition) (Annotated) (Case Laminate Hardcover with Jacket),Engage Classics,83.69
Captain Blood (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),Giana Darling Publishing,81.29
Persuasion (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),Binker North,80.59
Ben-Hur (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),ROYAL CLASSICS,90.89
North and South (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),ROYAL CLASSICS,81.59
The Memoirs of Sherlock Holmes (Royal Collector's Edition) (Illustrated) (Case Laminate Hardcover with Jacket),Cactus Classics,80.79
Pride and Prejudice (Deluxe Library Edition),Cactus Classics,61.49
Ben-Hur (Deluxe Library Edition),Cactus Classics,81.99
Dead Man Walking,Cactus Classics,35.59
The Memoirs of Sherlock Holmes,Cactus Classics,23.89
The Three Musketeers (Royal Collector's Edition) (Illustrated) (Case Laminate Hardcover with Jacket),Jodi Ellen Malpas Ltd,102.39
The Count of Monte Cristo (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),Warbler Classics,101.49
White Fang (Cactus Classics Large Print),Snow Queen Publishing,56.49
The Memoirs of Sherlock Holmes (Cactus Classics Dyslexic Friendly Font),Warbler Classics,69.49
The Hound of the Baskervilles (Cactus Classics Dyslexic Friendly Font),"Hazy Dawn Press, Inc.",56.49
The Sea-Wolf (Cactus Classics Large Print),CONTEXT LITERARY AGENCY LLC,62.49
His Last Bow (Cactus Classics Large Print),Kersey Creek Books,51.19
The Brit,"Hazy Dawn Press, Inc.",24.59
Jane Eyre (Warbler Classics),Mh Publishing,28.99
Arouse,Mh Publishing,20.69
The Picture of Dorian Gray (Warbler Classics),Devney Perry,16.59
Warrior Fae Trapped,Devney Perry,25.89
The Traitor Queen,Renee Rose Romance,38.69
Beach Rental,SIMON & BROWN,37.09
Natural Witch,INDEPENDENTLY PUBLISHED,25.89
Ignite,INDEPENDENTLY PUBLISHED,23.29
Tease,INDEPENDENTLY PUBLISHED,23.29
Timid,INDEPENDENTLY PUBLISHED,30.79
Tragic,BLOOM BOOKS,30.69
Alpha's Temptation,Sourcebooks Casablanca,20.69
The Hunchback of Notre Dame,BLOOM BOOKS,40.79
The Wish Collector,CreateSpace Independent Publishing Platform,27.39
Sense and Sensibility,CreateSpace Independent Publishing Platform,27.69
Anne of Avonlea,CreateSpace Independent Publishing Platform,11.39
The Yellow Wallpaper,CreateSpace Independent Publishing Platform,9.49
Kyland,CreateSpace Independent Publishing Platform,21.99
Frederica,CreateSpace Independent Publishing Platform,26.49
A Game of Fate,CreateSpace Independent Publishing Platform,21.99
My Man Jeeves,INDEPENDENTLY PUBLISHED,11.79
Anne of Avonlea,CreateSpace Independent Publishing Platform,20.49
"Little Women; Or, Meg, Jo, Beth, and Amy",CreateSpace Independent Publishing Platform,34.19
"Jack London, White Fang",G&D MEDIA,24.49
The Yellow Wallpaper,CreateSpace Independent Publishing Platform,11.29
"Narrative of the Life of Frederick Douglass, an American Slave by Douglass",CreateSpace Independent Publishing Platform,17.39
Captain Blood,CreateSpace Independent Publishing Platform,25.39
Signs of Cupidity,CreateSpace Independent Publishing Platform,22.39
Sense and Sensibility,CreateSpace Independent Publishing Platform,16.39
Thief,CreateSpace Independent Publishing Platform,20.79
Emma,CreateSpace Independent Publishing Platform,39.09
Bulfinch's Mythology,CreateSpace Independent Publishing Platform,33.59
The Three Musketeers Part 2,CreateSpace Independent Publishing Platform,28.49
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,14.59
Sense and Sensibility,CreateSpace Independent Publishing Platform,26.09
The Sea-Wolf,CreateSpace Independent Publishing Platform,14.29
The Land,CreateSpace Independent Publishing Platform,32.09
A Study in Scarlet,CreateSpace Independent Publishing Platform,17.39
The Picture of Dorian Gray,CreateSpace Independent Publishing Platform,20.59
Resurrection,CreateSpace Independent Publishing Platform,40.39
Orthodoxy,CreateSpace Independent Publishing Platform,8.49
Phaedo,CreateSpace Independent Publishing Platform,8.79
The Three Musketeers,CreateSpace Independent Publishing Platform,36.89
The Secret Garden,CreateSpace Independent Publishing Platform,12.79
The Possessed (The Devils),CreateSpace Independent Publishing Platform,30.39
"The Happy Prince, and Other Tales",CreateSpace Independent Publishing Platform,9.79
The Hound of the Baskervilles,CreateSpace Independent Publishing Platform,11.39
The Masque of the Red Death,CreateSpace Independent Publishing Platform,11.49
A Christmas Carol,CreateSpace Independent Publishing Platform,46.79
Notre-Dame De Paris,Lulu.com,23.99
Dracula,Blurb,34.99
A Study in Scarlet,Blurb,12.99
The Hound of the Baskervilles,Blurb,15.79
The Secret Garden (1911). By,INDEPENDENTLY PUBLISHED,19.49
David Copperfield,INDEPENDENTLY PUBLISHED,40.99
A Study in Scarlet,INDEPENDENTLY PUBLISHED,9.29
War and Peace,Blackthorn Books,110.89
The Custom of the Country (Esprios Classics),Blackthorn Books,59.49
The Elements of Style,Blackthorn Books,16.99
North and South (Esprios Classics),Blackthorn Books,51.29
A Christmas Carol,Blackthorn Books,9.99
Insatiable,Blackthorn Books,24.09
Nothing Left to Lose,Blackthorn Books,29.59
All The Truths,Blackthorn Books,37.59
All The Truths,BLACK ROSE WRITING,32.69
Ruthless Empire,www.bnpublishing.com,27.19
Deviant King,Greyson Media Associates,40.09
Ruthless Empire,12th Media Services,28.49
Ruthless Empire,12th Media Services,41.39
Vicious Prince,Ethan Ellenberg Literary Agency,24.59
Black Knight,Ethan Ellenberg Literary Agency,38.29
The Five Wishes of Mr. Murray McBride,Lulu.com,24.49
The Souls of Black Folk,Lulu.com,27.49
The Girl Who Lived,Simon & Schuster,36.89
Emma,POCKET BOOKS,37.59
Emma,Washington Square Press,20.39
Heaven's River,Atria books,34.79
All These Worlds,INDEPENDENTLY PUBLISHED,25.09
Much Ado About Nothing,Tark Classic Fiction,36.99
Sense and Sensibility,Sastrugi Press LLC,44.69
Where Are the Children?,Sastrugi Press LLC,21.99
Paradise,Sastrugi Press LLC,17.29
A Man Called Ove,Sastrugi Press LLC,22.99
Going Rogue,Oliver-Heber Books,37.49
Play the Game,Bibliotech Press,27.69
"Right Ho, Jeeves - From the Manor Wodehouse Collection, a selection from the early works of P. G. Wodehouse",Bibliotech Press,54.39
Emma (Annotated),Scrawny Goat Books,27.39
Sense and Sensibility (Annotated),Notion Press Media Pvt Ltd,23.89
"David Copperfield (Annotated, LARGE PRINT)",Suzeteo Enterprises,59.59
"David Copperfield (Annotated, LARGE PRINT)",Suzeteo Enterprises,78.79
The Wild One,Graywolf Press,54.79
Little Women,IndoEuropeanPublishing.com,38.69
Leave it to Psmith,IndoEuropeanPublishing.com,35.19
The Prose Edda,IndoEuropeanPublishing.com,29.89
Meditations,IndoEuropeanPublishing.com,36.49
Notes from the Underground,IndoEuropeanPublishing.com,45.89
The Box-Car Children,IndoEuropeanPublishing.com,43.59
The Trees,"Humanoids, Inc.",20.69
The House of the Dead,"Nancy Yost Literary Agency, INC",52.39
The House of the Dead,"Nancy Yost Literary Agency, INC",31.39
The Custom of the Country,Blake Pierce,58.09
Notes from the Underground,LUSHENA BOOKS INC,50.59
Barchester Towers,Notion Press,61.09
The Idiot,Notion Press,69.49
The Incal,www.bnpublishing.com,38.79
Blood Heir,Sterling Mystery Series,27.39
Sweep of the Blade,Center Point,25.79
The Perfect Wife (A Jessie Hunt Psychological Suspense Thriller-Book One),Bibliotech Press,32.69
Crime and Punishment Hardcover,Bloomsbury Publishing,73.09
The Souls of Black Folk-2,Liveright Publishing Corporation,21.69
Fairy Tales-4,Liveright Publishing Corporation,16.99
Anne of Green Gables,Shadow Mountain,18.99
Where the Drowned Girls Go,R.K. Lilley,65.19
Drown Her Sorrows,Positronic Publishing,65.19
Captain Blood,Canterbury Classics,35.19
Piranesi,Bibliotech Press,21.99
Arturo's Island,Bibliotech Press,24.99
Crime and Punishment,Bibliotech Press,25.79
The Orphan Keeper,Bibliotech Press,20.69
Bad Things,Bibliotech Press,24.69
The Shadow over Innsmouth,Bibliotech Press,19.49
Bulfinch's Mythology,Bibliotech Press,32.39
A Christmas Carol,Bibliotech Press,47.49
The Return of Sherlock Holmes,Bibliotech Press,35.19
The Memoirs of Sherlock Holmes,Bibliotech Press,31.59
The Adventures of Sherlock Holmes,Cosimo Classics,35.19
Leaves of Grass,Cosimo Classics,51.39
Anne's House of Dreams,Perfection Learning,52.79
The Hound of the Baskervilles,SIMON & BROWN,29.89
Rose in Bloom,SIMON & BROWN,59.79
Rose in Bloom,SIMON & BROWN,31.59
"Eight Cousins, Or, The Aunt-Hill",SIMON & BROWN,59.79
Notes from the Underground,SIMON & BROWN,13.59
The Way We Live Now,SIMON & BROWN,34.09
Nine Stories,SIMON & BROWN,32.99
The Secret Garden,SIMON & BROWN,42.29
The Divine Comedy,SIMON & BROWN,52.79
Siddhartha,SIMON & BROWN,35.29
Siddhartha,SIMON & BROWN,33.39
Pride and Prejudice,SIMON & BROWN,42.39
Alice's Adventures in Wonderland and Through the Looking-Glass,SIMON & BROWN,37.69
Emma,SIMON & BROWN,49.59
Alice in Wonderland,SIMON & BROWN,38.69
The Picture of Dorian Gray,SIMON & BROWN,24.59
The Picture of Dorian Gray,SIMON & BROWN,39.29
Bleak House,SIMON & BROWN,62.19
Anne of Green Gables,Chicago Review Press,20.99
The Scarlet Letter,MONTLAKE ROMANCE,22.09
The Wind in the Willows,Casemate,22.89
The Secret Garden,Europa Editions,25.19
Siddhartha,CONNECTING TO GOD,19.79
The Yellow Wallpaper,Canterbury Classics,14.49
Anna Karenina,Canterbury Classics,72.29
Roadside Picnic,Canterbury Classics,21.99
Hidden Secrets,Canterbury Classics,17.09
Team Yankee,SMK Books,19.09
The Story of the Lost Child,Waking Lion Press,23.29
The Mysterious Affair at Styles,Fq Classics,10.99
Dracula,Thomas Nelson,19.39
Iliad & Odyssey,1st World Library - Literary Society,32.39
Alice's Adventures in Wonderland and Other Stories,1st World Library - Literary Society,32.39
The Wonderful Wizard of Oz,Counterpoint LLC,19.39
Jane Eyre,International Law and Taxation Publishers,30.79
Sense and Sensibility,Counterpoint LLC,31.79
A Study in Scarlet,Riverhead Books,12.79
Chasing Fireflies,Riverhead Books,23.29
Memoirs of Sherlock Holmes,New Press,29.99
The Secret Garden,Chicago Review Press,28.19
Hannah Coulter,CreateSpace Independent Publishing Platform,21.99
Margaret de Valois,CreateSpace Independent Publishing Platform,61.69
Jayber Crow,CreateSpace Independent Publishing Platform,23.19
Pastoralia,CreateSpace Independent Publishing Platform,23.29
The Kite Runner,CreateSpace Independent Publishing Platform,35.69
This Blinding Absence of Light,CreateSpace Independent Publishing Platform,59.09
Nine Coaches Waiting,CreateSpace Independent Publishing Platform,21.99
North and South,CreateSpace Independent Publishing Platform,14.59
Alice's Adventures in Wonderland,CreateSpace Independent Publishing Platform,12.29
Alice's Adventures in Wonderland,CreateSpace Independent Publishing Platform,11.99
L'Assommoir,CreateSpace Independent Publishing Platform,35.79
The Mysterious Affair at Styles,HijezGlobal,9.49
The Idiot,CreateSpace Independent Publishing Platform,23.59
The Merry Adventures of Robin Hood (1883). By,THOMAS & MERCER,18.79
Swann's Way,THOMAS & MERCER,33.39
Persuasion,THOMAS & MERCER,23.49
Of Human Bondage,Lake Union Publishing,46.99
The Yellow Wallpaper,THOMAS & MERCER,9.69
The Robe,Lake Union Publishing,36.19
The Custom of the Country (1913). By,Lake Union Publishing,22.99
A Cold Trail,THOMAS & MERCER,24.89
I Am Watching You,Lake Union Publishing,20.59
Killman Creek,Montlake,20.39
Mustard Seed,Montlake,19.49
The Vanishing Season,Montlake,24.89
The Snow Gypsy,Lake Union Publishing,19.09
Where the Forest Meets the Stars,Montlake,39.29
Hide,Lake Union Publishing,21.99
The Lobotomist's Wife,THOMAS & MERCER,19.19
Runaway Groomsman,Montlake,16.49
The Reunion,MONTLAKE ROMANCE,16.79
Hummingbird Lane,Lake Union Publishing,17.09
The Night of Many Endings,Montlake,19.49
The Hope Chest,THOMAS & MERCER,16.89
A Splendid Ruin,CreateSpace Independent Publishing Platform,22.99
Devoted,CreateSpace Independent Publishing Platform,37.89
That Secret Crush,CreateSpace Independent Publishing Platform,16.99
The Family Journal,CreateSpace Independent Publishing Platform,16.89
Golden Poppies,CreateSpace Independent Publishing Platform,19.49
See Her Die,CreateSpace Independent Publishing Platform,16.49
Legacy of Lies,CreateSpace Independent Publishing Platform,20.79
Phantom Limb,CreateSpace Independent Publishing Platform,17.79
Through the Looking Glass and What Alice Found There. by,Grand Central Publishing,12.49
